week_ended,week_number,total_registrations,covid_registrations,covid_occurrences
2018-11-23,47,511,0,0
2018-11-30,48,505,0,0
2018-12-07,49,539,0,0
2018-12-14,50,561,0,0
2018-12-21,51,625,0,0
2018-12-28,52,459,0,0
2019-01-04,1,574,0,0
2019-01-11,2,643,0,0
2019-01-18,3,627,0,0
2019-01-25,4,640,0,0
2019-02-01,5,618,0,0
2019-02-08,6,608,0,0
2019-02-15,7,569,0,0
2019-02-22,8,610,0,0
2019-03-01,9,572,0,0
2019-03-08,10,582,0,0
2019-03-15,11,527,0,0
2019-03-22,12,532,0,0
2019-03-29,13,529,0,0
2019-04-05,14,518,0,0
2019-04-12,15,510,0,0
2019-04-19,16,459,0,0
2019-04-26,17,551,0,0
2019-05-03,18,541,0,0
2019-05-10,19,484,0,0
2019-05-17,20,548,0,0
2019-05-24,21,530,0,0
2019-05-31,22,436,0,0
2019-06-07,23,554,0,0
2019-06-14,24,507,0,0
2019-06-21,25,478,0,0
2019-06-28,26,475,0,0
2019-07-05,27,437,0,0
2019-07-12,28,458,0,0
2019-07-19,29,478,0,0
2019-07-26,30,534,0,0
2019-08-02,31,536,0,0
2019-08-09,32,530,0,0
2019-08-16,33,497,0,0
2019-08-23,34,505,0,0
2019-08-30,35,466,0,0
2019-09-06,36,473,0,0
2019-09-13,37,482,0,0
2019-09-20,38,494,0,0
2019-09-27,39,538,0,0
2019-10-04,40,491,0,0
2019-10-11,41,527,0,0
2019-10-18,42,567,0,0
2019-10-25,43,540,0,0
2019-11-01,44,537,0,0
2019-11-08,45,553,0,0
2019-11-15,46,607,0,0
2019-11-22,47,582,0,0
2019-11-29,48,563,0,0
2019-12-06,49,558,0,0
2019-12-13,50,585,0,0
2019-12-20,51,670,0,0
2019-12-27,52,411,0,0
2020-01-03,1,673,0,0
2020-01-10,2,707,0,0
2020-01-17,3,647,0,0
2020-01-24,4,612,0,0
2020-01-31,5,561,0,0
2020-02-07,6,564,0,0
2020-02-14,7,573,0,0
2020-02-21,8,539,0,0
2020-02-28,9,572,0,0
2020-03-06,10,568,0,0
2020-03-13,11,590,0,0
2020-03-20,12,522,1,4
2020-03-27,13,542,15,42
2020-04-03,14,770,134,217
2020-04-10,15,849,288,411
2020-04-17,16,1155,475,406
2020-04-24,17,1103,419,367
2020-05-01,18,922,316,334
2020-05-08,19,769,271,286
2020-05-15,20,845,248,193
2020-05-22,21,718,202,193
2020-05-29,22,550,141,137
2020-06-05,23,576,113,93
2020-06-12,24,478,71,56
2020-06-19,25,498,30,28
2020-06-26,26,485,32,30
2020-07-03,27,515,28,17
2020-07-10,28,468,8,9
2020-07-17,29,445,8,5
2020-07-24,30,493,4,5
2020-07-31,31,507,5,3
2020-08-07,32,486,5,2
2020-08-14,33,520,5,5
2020-08-21,34,479,4,5
2020-08-28,35,455,2,3
2020-09-04,36,431,5,3
2020-09-11,37,502,3,5
2020-09-18,38,465,8,13
2020-09-25,39,514,13,18
2020-10-02,40,558,40,55
2020-10-09,41,544,60,67
2020-10-16,42,606,93,102
2020-10-23,43,600,114,122
2020-10-30,44,591,118,139
2020-11-06,45,675,152,151
2020-11-13,46,711,180,173
2020-11-20,47,691,185,210
2020-11-27,48,679,220,217
2020-12-04,49,645,183,157
2020-12-11,50,661,147,153
2020-12-18,51,689,143,168
2020-12-25,52,669,180,181
2021-01-01,53,547,157,183
