date,areaName,admissions,admissionsRollingRate,patients,patientsMv,cumAdmissionsByAge
2020-12-22,London,508,31.5,3559,400,"[{'age': '0_to_5', 'rate': 58.8, 'value': 435}, {'age': '85+', 'rate': 4171.8, 'value': 6121}, {'age': '65_to_84', 'rate': 1491.7, 'value': 13612}, {'age': '18_to_64', 'rate': 271.3, 'value': 15807}, {'age': '6_to_17', 'rate': 32.8, 'value': 420}]"
2020-12-21,London,505,29.5,3367,378,"[{'age': '0_to_5', 'rate': 57.0, 'value': 422}, {'age': '85+', 'rate': 4117.3, 'value': 6041}, {'age': '65_to_84', 'rate': 1472.6, 'value': 13437}, {'age': '18_to_64', 'rate': 267.2, 'value': 15572}, {'age': '6_to_17', 'rate': 32.4, 'value': 415}]"
2020-12-20,London,413,27.100000000000001421,3067,355,"[{'age': '0_to_5', 'rate': 56.2, 'value': 416}, {'age': '85+', 'rate': 4063.4, 'value': 5962}, {'age': '65_to_84', 'rate': 1453.3, 'value': 13261}, {'age': '18_to_64', 'rate': 263.1, 'value': 15333}, {'age': '6_to_17', 'rate': 32.0, 'value': 410}]"
2020-12-19,London,404,25.699999999999999289,2909,322,"[{'age': '0_to_5', 'rate': 55.5, 'value': 411}, {'age': '85+', 'rate': 4015.0, 'value': 5891}, {'age': '65_to_84', 'rate': 1436.8, 'value': 13111}, {'age': '18_to_64', 'rate': 260.0, 'value': 15151}, {'age': '6_to_17', 'rate': 31.6, 'value': 405}]"
2020-12-18,London,357,23.899999999999998579,2726,311,"[{'age': '0_to_5', 'rate': 54.9, 'value': 406}, {'age': '85+', 'rate': 3974.8, 'value': 5832}, {'age': '65_to_84', 'rate': 1419.7, 'value': 12955}, {'age': '18_to_64', 'rate': 256.9, 'value': 14971}, {'age': '6_to_17', 'rate': 31.3, 'value': 401}]"
2020-12-17,London,366,23,2607,301,"[{'age': '0_to_5', 'rate': 54.4, 'value': 403}, {'age': '85+', 'rate': 3939.4, 'value': 5780}, {'age': '65_to_84', 'rate': 1405.7, 'value': 12827}, {'age': '18_to_64', 'rate': 254.1, 'value': 14806}, {'age': '6_to_17', 'rate': 30.6, 'value': 392}]"
2020-12-16,London,252,21.600000000000001421,2543,291,"[{'age': '0_to_5', 'rate': 53.6, 'value': 397}, {'age': '85+', 'rate': 3898.5, 'value': 5720}, {'age': '65_to_84', 'rate': 1391.9, 'value': 12701}, {'age': '18_to_64', 'rate': 251.2, 'value': 14635}, {'age': '6_to_17', 'rate': 30.3, 'value': 389}]"
2020-12-15,London,332,21.5,2482,292,"[{'age': '0_to_5', 'rate': 53.1, 'value': 393}, {'age': '85+', 'rate': 3872.6, 'value': 5682}, {'age': '65_to_84', 'rate': 1381.8, 'value': 12609}, {'age': '18_to_64', 'rate': 249.1, 'value': 14517}, {'age': '6_to_17', 'rate': 30.3, 'value': 389}]"
2020-12-14,London,292,20.100000000000001421,2330,262,"[{'age': '0_to_5', 'rate': 52.8, 'value': 391}, {'age': '85+', 'rate': 3824.9, 'value': 5612}, {'age': '65_to_84', 'rate': 1368.2, 'value': 12485}, {'age': '18_to_64', 'rate': 246.9, 'value': 14387}, {'age': '6_to_17', 'rate': 29.9, 'value': 383}]"
2020-12-13,London,287,19.199999999999999289,2212,256,"[{'age': '0_to_5', 'rate': 52.4, 'value': 388}, {'age': '85+', 'rate': 3792.2, 'value': 5564}, {'age': '65_to_84', 'rate': 1354.9, 'value': 12363}, {'age': '18_to_64', 'rate': 244.9, 'value': 14272}, {'age': '6_to_17', 'rate': 29.6, 'value': 379}]"
2020-12-12,London,246,17.899999999999998579,2092,256,"[{'age': '0_to_5', 'rate': 51.9, 'value': 384}, {'age': '85+', 'rate': 3749.2, 'value': 5501}, {'age': '65_to_84', 'rate': 1343.9, 'value': 12263}, {'age': '18_to_64', 'rate': 242.9, 'value': 14153}, {'age': '6_to_17', 'rate': 29.5, 'value': 378}]"
2020-12-11,London,277,16.800000000000000711,2031,261,"[{'age': '0_to_5', 'rate': 51.3, 'value': 380}, {'age': '85+', 'rate': 3717.2, 'value': 5454}, {'age': '65_to_84', 'rate': 1332.7, 'value': 12161}, {'age': '18_to_64', 'rate': 241.3, 'value': 14063}, {'age': '6_to_17', 'rate': 29.3, 'value': 375}]"
2020-12-10,London,235,15.599999999999999645,1934,256,"[{'age': '0_to_5', 'rate': 51.2, 'value': 379}, {'age': '85+', 'rate': 3682.4, 'value': 5403}, {'age': '65_to_84', 'rate': 1322.0, 'value': 12063}, {'age': '18_to_64', 'rate': 239.2, 'value': 13938}, {'age': '6_to_17', 'rate': 29.1, 'value': 373}]"
2020-12-09,London,248,14.699999999999999289,1787,241,"[{'age': '0_to_5', 'rate': 51.1, 'value': 378}, {'age': '85+', 'rate': 3648.3, 'value': 5353}, {'age': '65_to_84', 'rate': 1313.7, 'value': 11987}, {'age': '18_to_64', 'rate': 237.4, 'value': 13831}, {'age': '6_to_17', 'rate': 29.0, 'value': 372}]"
2020-12-08,London,203,13.699999999999999289,1849,249,"[{'age': '0_to_5', 'rate': 50.7, 'value': 375}, {'age': '85+', 'rate': 3617.0, 'value': 5307}, {'age': '65_to_84', 'rate': 1305.4, 'value': 11912}, {'age': '18_to_64', 'rate': 235.3, 'value': 13710}, {'age': '6_to_17', 'rate': 28.8, 'value': 369}]"
2020-12-07,London,210,13.199999999999999289,1822,244,"[{'age': '0_to_5', 'rate': 50.3, 'value': 372}, {'age': '85+', 'rate': 3588.4, 'value': 5265}, {'age': '65_to_84', 'rate': 1297.3, 'value': 11838}, {'age': '18_to_64', 'rate': 233.9, 'value': 13627}, {'age': '6_to_17', 'rate': 28.7, 'value': 368}]"
2020-12-06,London,179,12.5,1766,242,"[{'age': '0_to_5', 'rate': 50.1, 'value': 371}, {'age': '85+', 'rate': 3561.1, 'value': 5225}, {'age': '65_to_84', 'rate': 1288.9, 'value': 11761}, {'age': '18_to_64', 'rate': 232.4, 'value': 13541}, {'age': '6_to_17', 'rate': 28.2, 'value': 362}]"
