week_ended,week_number,total_registrations,covid_registrations,covid_occurrences,estimated_occurrences
2013-12-27,52,404,,,
2014-01-03,1,751,,,
2014-01-10,2,725,,,
2014-01-17,3,690,,,
2014-01-24,4,604,,,
2014-01-31,5,622,,,
2014-02-07,6,655,,,
2014-02-14,7,590,,,
2014-02-21,8,681,,,
2014-02-28,9,621,,,
2014-03-07,10,605,,,
2014-03-14,11,617,,,
2014-03-21,12,607,,,
2014-03-28,13,604,,,
2014-04-04,14,626,,,
2014-04-11,15,589,,,
2014-04-18,16,527,,,
2014-04-25,17,634,,,
2014-05-02,18,686,,,
2014-05-09,19,515,,,
2014-05-16,20,576,,,
2014-05-23,21,602,,,
2014-05-30,22,514,,,
2014-06-06,23,588,,,
2014-06-13,24,574,,,
2014-06-20,25,552,,,
2014-06-27,26,541,,,
2014-07-04,27,568,,,
2014-07-11,28,551,,,
2014-07-18,29,601,,,
2014-07-25,30,590,,,
2014-08-01,31,545,,,
2014-08-08,32,545,,,
2014-08-15,33,526,,,
2014-08-22,34,526,,,
2014-08-29,35,515,,,
2014-09-05,36,582,,,
2014-09-12,37,562,,,
2014-09-19,38,568,,,
2014-09-26,39,571,,,
2014-10-03,40,569,,,
2014-10-10,41,556,,,
2014-10-17,42,627,,,
2014-10-24,43,670,,,
2014-10-31,44,673,,,
2014-11-07,45,573,,,
2014-11-14,46,592,,,
2014-11-21,47,612,,,
2014-11-28,48,622,,,
2014-12-05,49,650,,,
2014-12-12,50,731,,,
2014-12-19,51,723,,,
2014-12-26,52,503,,,
2015-01-02,1,725,,,
2015-01-09,2,1031,,,
2015-01-16,3,936,,,
2015-01-23,4,828,,,
2015-01-30,5,801,,,
2015-02-06,6,720,,,
2015-02-13,7,710,,,
2015-02-20,8,739,,,
2015-02-27,9,736,,,
2015-03-06,10,712,,,
2015-03-13,11,661,,,
2015-03-20,12,680,,,
2015-03-27,13,666,,,
2015-04-03,14,580,,,
2015-04-10,15,660,,,
2015-04-17,16,671,,,
2015-04-24,17,662,,,
2015-05-01,18,628,,,
2015-05-08,19,589,,,
2015-05-15,20,622,,,
2015-05-22,21,614,,,
2015-05-29,22,588,,,
2015-06-05,23,648,,,
2015-06-12,24,606,,,
2015-06-19,25,595,,,
2015-06-26,26,597,,,
2015-07-03,27,535,,,
2015-07-10,28,554,,,
2015-07-17,29,574,,,
2015-07-24,30,529,,,
2015-07-31,31,546,,,
2015-08-07,32,564,,,
2015-08-14,33,548,,,
2015-08-21,34,557,,,
2015-08-28,35,603,,,
2015-09-04,36,489,,,
2015-09-11,37,554,,,
2015-09-18,38,555,,,
2015-09-25,39,664,,,
2015-10-02,40,552,,,
2015-10-09,41,652,,,
2015-10-16,42,612,,,
2015-10-23,43,607,,,
2015-10-30,44,593,,,
2015-11-06,45,606,,,
2015-11-13,46,613,,,
2015-11-20,47,611,,,
2015-11-27,48,589,,,
2015-12-04,49,659,,,
2015-12-11,50,688,,,
2015-12-18,51,646,,,
2015-12-25,52,535,,,
2016-01-01,53,516,,,
2016-01-08,1,809,,,
2016-01-15,2,711,,,
2016-01-22,3,720,,,
2016-01-29,4,717,,,
2016-02-05,5,690,,,
2016-02-12,6,700,,,
2016-02-19,7,657,,,
2016-02-26,8,696,,,
2016-03-04,9,721,,,
2016-03-11,10,734,,,
2016-03-18,11,738,,,
2016-03-25,12,668,,,
2016-04-01,13,712,,,
2016-04-08,14,742,,,
2016-04-15,15,738,,,
2016-04-22,16,714,,,
2016-04-29,17,629,,,
2016-05-06,18,569,,,
2016-05-13,19,652,,,
2016-05-20,20,611,,,
2016-05-27,21,624,,,
2016-06-03,22,500,,,
2016-06-10,23,584,,,
2016-06-17,24,578,,,
2016-06-24,25,558,,,
2016-07-01,26,549,,,
2016-07-08,27,524,,,
2016-07-15,28,599,,,
2016-07-22,29,560,,,
2016-07-29,30,610,,,
2016-08-05,31,580,,,
2016-08-12,32,641,,,
2016-08-19,33,574,,,
2016-08-26,34,619,,,
2016-09-02,35,470,,,
2016-09-09,36,552,,,
2016-09-16,37,576,,,
2016-09-23,38,563,,,
2016-09-30,39,592,,,
2016-10-07,40,562,,,
2016-10-14,41,587,,,
2016-10-21,42,624,,,
2016-10-28,43,624,,,
2016-11-04,44,644,,,
2016-11-11,45,626,,,
2016-11-18,46,681,,,
2016-11-25,47,661,,,
2016-12-02,48,643,,,
2016-12-09,49,693,,,
2016-12-16,50,663,,,
2016-12-23,51,691,,,
2016-12-30,52,558,,,
2017-01-06,1,744,,,
2017-01-13,2,825,,,
2017-01-20,3,835,,,
2017-01-27,4,881,,,
2017-02-03,5,749,,,
2017-02-10,6,723,,,
2017-02-17,7,690,,,
2017-02-24,8,701,,,
2017-03-03,9,715,,,
2017-03-10,10,634,,,
2017-03-17,11,653,,,
2017-03-24,12,635,,,
2017-03-31,13,658,,,
2017-04-07,14,642,,,
2017-04-14,15,577,,,
2017-04-21,16,654,,,
2017-04-28,17,727,,,
2017-05-05,18,600,,,
2017-05-12,19,687,,,
2017-05-19,20,615,,,
2017-05-26,21,602,,,
2017-06-02,22,586,,,
2017-06-09,23,584,,,
2017-06-16,24,599,,,
2017-06-23,25,608,,,
2017-06-30,26,546,,,
2017-07-07,27,556,,,
2017-07-14,28,564,,,
2017-07-21,29,551,,,
2017-07-28,30,586,,,
2017-08-04,31,590,,,
2017-08-11,32,572,,,
2017-08-18,33,592,,,
2017-08-25,34,570,,,
2017-09-01,35,555,,,
2017-09-08,36,542,,,
2017-09-15,37,609,,,
2017-09-22,38,585,,,
2017-09-29,39,593,,,
2017-10-06,40,631,,,
2017-10-13,41,640,,,
2017-10-20,42,650,,,
2017-10-27,43,608,,,
2017-11-03,44,595,,,
2017-11-10,45,598,,,
2017-11-17,46,666,,,
2017-11-24,47,639,,,
2017-12-01,48,636,,,
2017-12-08,49,630,,,
2017-12-15,50,708,,,
2017-12-22,51,762,,,
2017-12-29,52,541,,,
2018-01-05,1,783,,,
2018-01-12,2,904,,,
2018-01-19,3,885,,,
2018-01-26,4,850,,,
2018-02-02,5,815,,,
2018-02-09,6,801,,,
2018-02-16,7,803,,,
2018-02-23,8,789,,,
2018-03-02,9,634,,,
2018-03-09,10,896,,,
2018-03-16,11,918,,,
2018-03-23,12,774,,,
2018-03-30,13,633,,,
2018-04-06,14,730,,,
2018-04-13,15,743,,,
2018-04-20,16,688,,,
2018-04-27,17,614,,,
2018-05-04,18,633,,,
2018-05-11,19,530,,,
2018-05-18,20,667,,,
2018-05-25,21,603,,,
2018-06-01,22,538,,,
2018-06-08,23,607,,,
2018-06-15,24,561,,,
2018-06-22,25,562,,,
2018-06-29,26,599,,,
2018-07-06,27,625,,,
2018-07-13,28,583,,,
2018-07-20,29,548,,,
2018-07-27,30,560,,,
2018-08-03,31,574,,,
2018-08-10,32,537,,,
2018-08-17,33,518,,,
2018-08-24,34,565,,,
2018-08-31,35,511,,,
2018-09-07,36,594,,,
2018-09-14,37,579,,,
2018-09-21,38,598,,,
2018-09-28,39,560,,,
2018-10-05,40,595,,,
2018-10-12,41,606,,,
2018-10-19,42,640,,,
2018-10-26,43,633,,,
2018-11-02,44,604,,,
2018-11-09,45,642,,,
2018-11-16,46,656,,,
2018-11-23,47,657,,,
2018-11-30,48,673,,,
2018-12-07,49,674,,,
2018-12-14,50,708,,,
2018-12-21,51,724,,,
2018-12-28,52,461,,,
2019-01-04,1,718,,,
2019-01-11,2,809,,,
2019-01-18,3,683,,,
2019-01-25,4,734,,,
2019-02-01,5,745,,,
2019-02-08,6,701,,,
2019-02-15,7,748,,,
2019-02-22,8,695,,,
2019-03-01,9,684,,,
2019-03-08,10,622,,,
2019-03-15,11,666,,,
2019-03-22,12,628,,,
2019-03-29,13,654,,,
2019-04-05,14,642,,,
2019-04-12,15,637,,,
2019-04-19,16,580,,,
2019-04-26,17,678,,,
2019-05-03,18,688,,,
2019-05-10,19,600,,,
2019-05-17,20,658,,,
2019-05-24,21,627,,,
2019-05-31,22,518,,,
2019-06-07,23,626,,,
2019-06-14,24,598,,,
2019-06-21,25,542,,,
2019-06-28,26,564,,,
2019-07-05,27,534,,,
2019-07-12,28,588,,,
2019-07-19,29,553,,,
2019-07-26,30,543,,,
2019-08-02,31,570,,,
2019-08-09,32,542,,,
2019-08-16,33,589,,,
2019-08-23,34,553,,,
2019-08-30,35,558,,,
2019-09-06,36,582,,,
2019-09-13,37,567,,,
2019-09-20,38,572,,,
2019-09-27,39,611,,,
2019-10-04,40,597,,,
2019-10-11,41,590,,,
2019-10-18,42,622,,,
2019-10-25,43,670,,,
2019-11-01,44,642,,,
2019-11-08,45,653,,,
2019-11-15,46,674,,,
2019-11-22,47,699,,,
2019-11-29,48,689,,,
2019-12-06,49,737,,,
2019-12-13,50,699,,,
2019-12-20,51,767,,,
2019-12-27,52,496,,,
2020-01-03,1,787,0,0,
2020-01-10,2,939,0,0,
2020-01-17,3,767,0,0,
2020-01-24,4,723,0,0,
2020-01-31,5,727,0,0,
2020-02-07,6,690,0,0,
2020-02-14,7,728,0,0,
2020-02-21,8,679,0,0,
2020-02-28,9,651,0,0,
2020-03-06,10,652,0,0,
2020-03-13,11,675,0,0,
2020-03-20,12,719,2,15,
2020-03-27,13,719,21,73,
2020-04-03,14,920,134,190,
2020-04-10,15,928,304,386,
2020-04-17,16,1169,409,411,
2020-04-24,17,1124,413,345,
2020-05-01,18,929,281,257,
2020-05-08,19,692,211,212,
2020-05-15,20,772,180,144,
2020-05-22,21,692,134,125,
2020-05-29,22,587,105,113,
2020-06-05,23,700,100,71,
2020-06-12,24,574,57,53,
2020-06-19,25,617,39,37,
2020-06-26,26,552,30,27,
2020-07-03,27,584,35,30,
2020-07-10,28,572,22,20,
2020-07-17,29,550,11,9,
2020-07-24,30,565,7,3,
2020-07-31,31,531,10,21,
2020-08-07,32,563,24,21,
2020-08-14,33,617,14,9,
2020-08-21,34,594,11,6,
2020-08-28,35,591,3,1,
2020-09-04,36,488,4,3,
2020-09-11,37,578,1,3,
2020-09-18,38,555,5,8,
2020-09-25,39,617,12,13,
2020-10-02,40,671,25,26,
2020-10-09,41,638,37,54,
2020-10-16,42,688,47,51,
2020-10-23,43,661,65,97,
2020-10-30,44,712,121,131,
2020-11-06,45,832,166,183,
2020-11-13,46,742,190,216,
2020-11-20,47,848,223,205,
2020-11-27,48,797,218,220,
2020-12-04,49,836,207,227,
2020-12-11,50,814,223,219,
2020-12-18,51,882,256,322,
2020-12-25,52,825,278,311,
2021-01-01,53,727,310,301,
